var_yr,var_scope,var_grade,var_key,var_schoolType,var_ethnic,population,var_type,metrics_new,estimated,notes
2021,region_chi_msa,emp,csjob_t11,NA,black,8621,count,2021___region_chi_msa___emp___csjob_t11,,
2021,region_chi_msa,emp,csjob_t11,NA,hispanic,9226,count,2021___region_chi_msa___emp___csjob_t11,,
2021,region_chi_msa,emp,csjob_t11,NA,white,72374,count,2021___region_chi_msa___emp___csjob_t11,,
2021,region_chi_msa,emp,csjob_t11,NA,asian,33460,count,2021___region_chi_msa___emp___csjob_t11,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,all,5518,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,black_hispanic,797,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,white_asian,4721,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,black,385,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,hispanic,412,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,white,3228,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t11_age19to24,NA,asian,1493,count,2021___region_chi_msa___emp___csjob_t11_age19to24,,
2021,region_chi_msa,emp,csjob_t3,NA,all,21858,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,black_hispanic,3116,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,white_asian,18742,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,black,1457,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,hispanic,1659,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,white,14664,count,2021___region_chi_msa___emp___csjob_t3,,
2021,region_chi_msa,emp,csjob_t3,NA,asian,4078,count,2021___region_chi_msa___emp___csjob_t3,,
2021,state_il,col,cs_confer,NA,black,193,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,hispanic,449,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,white,1439,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,asian,872,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,all,2953,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,black_hispanic,642,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_confer,NA,white_asian,2311,count,2021___state_il___col___cs_confer,,
2021,state_il,col,cs_enrol,NA,all,11759,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,black_hispanic,3200,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,white_asian,8559,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,black,1066,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,hispanic,2134,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,white,5264,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_enrol,NA,asian,3295,count,2021___state_il___col___cs_enrol,,
2021,state_il,col,cs_persist,NA,black,193,count,2021___state_il___col___cs_persist,,
2021,state_il,col,cs_persist,NA,hispanic,448,count,2021___state_il___col___cs_persist,,
2021,state_il,col,cs_persist,NA,white,1437,count,2021___state_il___col___cs_persist,,
2021,state_il,col,cs_persist,NA,asian,873,count,2021___state_il___col___cs_persist,,
2021,usa,col,cs_persist,NA,black,8779,count,2021___state_il___col___cs_persist,,
2021,usa,col,cs_persist,NA,hispanic,12080,count,2021___state_il___col___cs_persist,,
2021,usa,col,cs_persist,NA,white,53788,count,2021___state_il___col___cs_persist,,
2021,usa,col,cs_persist,NA,asian,19466,count,2021___state_il___col___cs_persist,,
2021,state_il,col,t3_cs_persist,NA,black,19,count,2021___state_il___col___cs_persist,,
2021,state_il,col,t3_cs_persist,NA,hispanic,65,count,2021___state_il___col___cs_persist,,
2021,state_il,col,t3_cs_persist,NA,white,261,count,2021___state_il___col___cs_persist,,
2021,state_il,col,t3_cs_persist,NA,asian,376,count,2021___state_il___col___cs_persist,,
2021,usa,col,t3_cs_persist,NA,black,41,count,2021___state_il___col___cs_persist,,
2021,usa,col,t3_cs_persist,NA,hispanic,128,count,2021___state_il___col___cs_persist,,
2021,usa,col,t3_cs_persist,NA,white,486,count,2021___state_il___col___cs_persist,,
2021,usa,col,t3_cs_persist,NA,asian,376,count,2021___state_il___col___cs_persist,,
2021,state_il,col,cs3year_confer,NA,black,539,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,hispanic,1227,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,white,4478,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,asian,2246,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,all,8490,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,black_hispanic,1766,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,cs3year_confer,NA,white_asian,6724,count,2021___state_il___col___cs3year_confer,,
2021,state_il,col,immediate_enrol,NA,black,8003,count,2021___state_il___col___immediate_enrol,,
2021,state_il,col,immediate_enrol,NA,hispanic,9981,count,2021___state_il___col___immediate_enrol,,
2021,state_il,col,immediate_enrol,NA,white,33489,count,2021___state_il___col___immediate_enrol,,
2021,state_il,col,immediate_enrol,NA,asian,4860,count,2021___state_il___col___immediate_enrol,,
2021,state_il,col,t3_confer,NA,black,677,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,hispanic,1444,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,white,5293,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,asian,2349,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,all,9763,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,black_hispanic,2121,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_confer,NA,white_asian,7642,count,2021___state_il___col___t3_confer,,
2021,state_il,col,t3_cs_confer,NA,all,721,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,black_hispanic,84,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,white_asian,637,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,black,19,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,hispanic,65,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,white,261,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_confer,NA,asian,376,count,2021___state_il___col___t3_cs_confer,,
2021,state_il,col,t3_cs_enrol,NA,black,97,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,hispanic,283,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,white,983,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,asian,1841,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,all,3204,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,black_hispanic,380,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_cs_enrol,NA,white_asian,2824,count,2021___state_il___col___t3_cs_enrol,,
2021,state_il,col,t3_enrol,NA,black,3059,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,hispanic,7078,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,white,19643,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,asian,10623,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,all,40403,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,black_hispanic,10137,count,2021___state_il___col___t3_enrol,,
2021,state_il,col,t3_enrol,NA,white_asian,30266,count,2021___state_il___col___t3_enrol,,
2021,state_il,hs,apcs_enrol,NA,all,7667,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,black_hispanic,1832,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,white_asian,5835,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,black,369,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,hispanic,1463,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,white,3674,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_enrol,NA,asian,2161,count,2021___state_il___hs___apcs_enrol,,
2021,state_il,hs,apcs_pass,NA,all,5720,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,black_hispanic,1087,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,white_asian,4633,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,black,179,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,hispanic,908,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,white,2868,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs,apcs_pass,NA,asian,1765,count,2021___state_il___hs___apcs_pass,,
2021,state_il,hs_grads,total_grad,NA,all,133178,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,black_hispanic,55826,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,white_asian,77352,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,black,20880,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,hispanic,34946,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,white,69614,count,2021___state_il___hs___total_grad,,
2021,state_il,hs_grads,total_grad,NA,asian,7738,count,2021___state_il___hs___total_grad,,
2021,usa,age_18to24,popul,NA,all,28727000,count,2021___usa___age_18to24___popul,,
2021,usa,age_18to24,popul,NA,black,4207000,count,2021___usa___age_18to24___popul,,
2021,usa,age_18to24,popul,NA,hispanic,6923000,count,2021___usa___age_18to24___popul,,
2021,usa,age_18to24,popul,NA,white,15908000,count,2021___usa___age_18to24___popul,,
2021,usa,age_18to24,popul,NA,asian,1689000,count,2021___usa___age_18to24___popul,,
2021,usa,col,cs_confer,NA,black,8779,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,hispanic,12080,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,white,53788,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,asian,19466,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,all,107967,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,black_hispanic,20859,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_confer,NA,white_asian,73254,count,2021___usa___col___cs_confer,,
2021,usa,col,cs_enrol,NA,all,700000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,black_hispanic,135000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,white_asian,565000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,black,57000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,hispanic,78000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,white,350000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs_enrol,NA,asian,215000,count,2021___usa___col___cs_enrol,,
2021,usa,col,cs3year_confer,NA,all,307073,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,black_hispanic,79385,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,white_asian,227688,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,black,37558,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,hispanic,41827,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,white,180234,count,2021___usa___col___cs3year_confer,,
2021,usa,col,cs3year_confer,NA,asian,47454,count,2021___usa___col___cs3year_confer,,
2021,usa,col,immediate_enrol,NA,black,253932,count,2021___usa___col___immediate_enrol,1,
2021,usa,col,immediate_enrol,NA,hispanic,497651,count,2021___usa___col___immediate_enrol,1,
2021,usa,col,immediate_enrol,NA,white,1072507,count,2021___usa___col___immediate_enrol,1,
2021,usa,col,immediate_enrol,NA,asian,175365,count,2021___usa___col___immediate_enrol,1,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,all,234000,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,black_hispanic,33126,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,white_asian,180266,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,black,8423,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,hispanic,24703,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,white,101678,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_exceeds,NA,asian,78588,count,2021___usa___col___sat_math_exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,all,658332,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,black_hispanic,144612,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,white_asian,513720,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,black,38744,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,hispanic,105868,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,white,374937,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,hs_SATtaker,sat_math_meet&exceeds,NA,asian,138783,count,2021___usa___col___sat_math_meet&exceeds,,
2021,usa,col,t3_confer,NA,all,3487,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,black_hispanic,792,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,white_asian,2695,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,black,231,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,hispanic,561,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,white,1541,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_confer,NA,asian,1154,count,2021___usa___col___t3_confer,,
2021,usa,col,t3_cs_confer,NA,all,1031,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,black_hispanic,169,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,white_asian,862,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,black,41,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,hispanic,128,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,white,486,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_confer,NA,asian,376,count,2021___usa___col___t3_cs_confer,,
2021,usa,col,t3_cs_enrol,NA,all,2555,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,black_hispanic,481,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,white_asian,2074,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,black,136,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,hispanic,345,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,white,823,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_cs_enrol,NA,asian,1251,count,2021___usa___col___t3_cs_enrol,,
2021,usa,col,t3_enrol,NA,all,14933,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,black_hispanic,3815,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,white_asian,11118,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,black,1126,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,hispanic,2689,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,white,5154,count,2021___usa___col___t3_enrol,,
2021,usa,col,t3_enrol,NA,asian,5964,count,2021___usa___col___t3_enrol,,
2021,usa,col,total_confer,NA,all,2039431,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,black_hispanic,500059,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,white_asian,1341021,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,black,197444,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,hispanic,302615,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,white,1183959,count,2021___usa___col___total_confer,,
2021,usa,col,total_confer,NA,asian,157062,count,2021___usa___col___total_confer,,
2021,usa,col,total_enrol,NA,all,3483705.5,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,black_hispanic,1280461.75,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,white_asian,2203243.75,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,black,475288,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,hispanic,805174,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,white,1937954,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,asian,265290,count,2021___usa___col___total_enrol,1,
2021,usa,col,total_enrol,NA,black,0.575,prob,2021___usa___col___total_enrol,,
2021,usa,col,total_enrol,NA,hispanic,0.562,prob,2021___usa___col___total_enrol,,
2021,usa,col,total_enrol,NA,white,0.65,prob,2021___usa___col___total_enrol,,
2021,usa,col,total_enrol,NA,asian,0.827,prob,2021___usa___col___total_enrol,,
2021,usa,emp,csjob_t11,NA,all,5049583,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,black_hispanic,802956,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,white_asian,4246627,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,black,401798,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,hispanic,401158,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,white,3117300,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11,NA,asian,1129327,count,2021___usa___emp___csjob_t11,,
2021,usa,emp,csjob_t11_age19to24,NA,all,176364,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,black_hispanic,25568,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,white_asian,150796,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,black,12939,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,hispanic,12629,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,white,106699,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t11_age19to24,NA,asian,44097,count,2021___usa___emp___csjob_t11_age19to24,,
2021,usa,emp,csjob_t3,NA,all,678685,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,black_hispanic,99185,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,white_asian,579500,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,black,48317,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,hispanic,50868,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,white,451767,count,2021___usa___emp___csjob_t3,,
2021,usa,emp,csjob_t3,NA,asian,127733,count,2021___usa___emp___csjob_t3,,
2021,usa,hs,apcs_enrol,NA,all,179188,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,black_hispanic,38371,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,white_asian,123108,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,black,10163,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,hispanic,28208,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,white,76508,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_enrol,NA,asian,46600,count,2021___usa___hs___apcs_enrol,,
2021,usa,hs,apcs_pass,NA,all,114024,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,black_hispanic,21547,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,white_asian,92477,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,black,5050,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,hispanic,16497,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,white,54718,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_pass,NA,asian,37759,count,2021___usa___hs___apcs_pass,,
2021,usa,hs,apcs_score3/4,NA,all,25637,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,black_hispanic,3006,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,white_asian,22631,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,black,5050,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,hispanic,16497,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,white,54718,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score3/4,NA,asian,37759,count,2021___usa___hs___apcs_score3/4,,
2021,usa,hs,apcs_score5,NA,all,88387,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,black_hispanic,18541,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,white_asian,69846,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,black,559,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,hispanic,2447,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,white,11498,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,apcs_score5,NA,asian,11133,count,2021___usa___hs___apcs_score5,,
2021,usa,hs,cs_classOffered,NA,all,0.0078,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,black_hispanic,0.0149,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,white_asian,0.0168,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,black,0.0073,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,hispanic,0.0076,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,white,0.0079,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_classOffered,NA,asian,0.0089,prob,2021___usa___hs___cs_classOffered,,
2021,usa,hs,cs_interested,NA,all,100285,count,2021___usa___hs___cs_interested,,
2021,usa,hs,cs_interested,NA,black,15015,count,2021___usa___hs___cs_interested,,
2021,usa,hs,cs_interested,NA,hispanic,28716,count,2021___usa___hs___cs_interested,,
2021,usa,hs,cs_interested,NA,white,50610,count,2021___usa___hs___cs_interested,,
2021,usa,hs,cs_interested,NA,asian,6636,count,2021___usa___hs___cs_interested,,
2021,usa,hs_apcs,popul,NA,black,10163,count,2021___usa___hs_apcs___popul,,
2021,usa,hs_apcs,popul,NA,hispanic,28208,count,2021___usa___hs_apcs___popul,,
2021,usa,hs_apcs,popul,NA,white,76508,count,2021___usa___hs_apcs___popul,,
2021,usa,hs_apcs,popul,NA,asian,46600,count,2021___usa___hs_apcs___popul,,
2021,usa,hs_SATtaker,popul,NA,all,1323242,count,2021___usa___hs_SATtaker___popul,,
2021,usa,hs_SATtaker,popul,NA,black,168454,count,2021___usa___hs_SATtaker___popul,,
2021,usa,hs_SATtaker,popul,NA,hispanic,352894,count,2021___usa___hs_SATtaker___popul,,
2021,usa,hs_SATtaker,popul,NA,white,635486,count,2021___usa___hs_SATtaker___popul,,
2021,usa,hs_SATtaker,popul,NA,asian,167208,count,2021___usa___hs_SATtaker___popul,,
2021,usa,k8_4th,cs_classOffered,NA,all,0.0038,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,black_hispanic,0.0061,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,white_asian,0.0079,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,black,0.0026,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,hispanic,0.0035,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,white,0.0036,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,cs_classOffered,NA,asian,0.0043,prob,2021___usa___k8_4th___cs_classOffered,,
2021,usa,k8_4th,math_advc,NA,all,319000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,black_hispanic,45000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,white_asian,274000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,black,12000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,hispanic,33000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,white,216000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_advc,NA,asian,58000,count,2021___usa___k8_4th___math_advc,,
2021,usa,k8_4th,math_prof&abov,NA,all,1504000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,black_hispanic,428000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,white_asian,1076000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,black,120000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,hispanic,308000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,white,936000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_4th,math_prof&abov,NA,asian,140000,count,2021___usa___k8_4th___math_prof&abov,,
2021,usa,k8_5to8th,cs_interested,NA,all,0.0053,prob,2021___usa___k8_5to8th___cs_interested,,
